PGM_SYS_ID,ENF_TYPE_DESC,PENALTY_AMOUNT,SETTLEMENT_ENTERED_DATE
NMCOA0003500100941,Administrative Order,1800,08/21/2001
NJ0000003400700342,Administrative Order,2000,06/24/1986
NJ0000003401100001,Administrative Order,82800,12/26/2002
NJ0000003401100001,Administrative Order,87000,07/25/2003
NJ0000003401100001,Administrative Order,2500,08/25/2005
NJ0000003401100001,Administrative Order,31000,01/13/2006
NJ0000003401300275,Administrative Order,30000,06/25/1991
NJ0000003401300275,Administrative Order,30000,08/22/1991
NJ0000003401300275,Administrative Order,60000,09/04/1991
NJ0000003401300275,Administrative Order,15000,09/17/1992
NJ0000003401300275,Administrative Order,30000,11/06/1992
NJ0000003401500002,Administrative Order,2000,01/22/1998
NJ0000003401500361,Administrative Order,14800,01/24/1997
NJ0000003401500361,Administrative Order,42400,10/27/2003
NJ0000003401500361,Civil Judicial Action,16065,09/11/2006
NJ0000003401712233,Administrative Order,16450,11/16/2010
NJ0000003401712289,Administrative Order,3200,08/22/1991
NJ0000003401712476,Administrative Order,125,04/30/2009
NJ0000003402300049,Administrative Order,2000,10/13/1995
NJ0000003402300053,Administrative Order,7000,03/16/1995
NJ0000003402300053,Administrative Order,600,06/28/1993
NJ0000003402300053,Administrative Order,27500,09/15/1993
NJ0000003402300053,Administrative Order,27500,09/15/1993
NJ0000003402300053,Administrative Order,800,04/04/2003
NJ0000003402315125,Administrative Order,1000,05/20/2009
NJ0000003402315130,Administrative Order,200,03/02/2009
NJ0000003402315375,Administrative Order,500,04/12/2003
NJ0000003402315469,Administrative Order,300,10/18/2007
NJ0000003402725268,Administrative Order,5000,11/19/2008
NJ0000003402725273,Administrative Order,4800,04/20/2004
NJ0000003402725273,Administrative Order,4000,04/04/2007
NJ0000003402725637,Administrative Order,4000,05/10/2013
NJ0000003403300002,Administrative Order,4000,10/23/1990
NJ0000003403300002,Administrative Order,10000,06/16/1998
NJ0000003403300002,Administrative Order,10600,04/13/1999
NJ0000003403536056,Administrative Order,100,04/23/2005
NJ0000003403536080,Administrative Order,5000,03/04/2004
NJ0000003403700034,Administrative Order,400,08/08/1985
NJ0000003403783006,Administrative Order,9000,05/24/1991
NJ0000003403783009,Administrative Order,3000,09/23/1991
NJ0000003403941807,Administrative Order,2000,06/05/1986
NJ0000003403941807,Administrative Order,800,01/14/1994
NJ0000003403941809,Administrative Order,200,01/19/1993
NJ0000003403941809,Administrative Order,8000,05/04/1995
NM0000003501500021,Administrative Order,74600,05/14/2009
NM0000003501500044,Administrative Order,33040,01/24/2007
NM0000003503900117,Administrative Order,500,07/07/2011
NM0000003504100003,Administrative Order,3600,07/09/2003
NM0000003504100011,Administrative Order,30000,04/28/2001
NM0000003577700221,Administrative Order,15348,12/12/2000
NVCCH00032003A0003,Administrative Order,450,06/12/1994
NJ0000003400700351,Administrative Order,800,08/12/1998
NJ0000003400700361,Administrative Order,2000,03/06/1991
NJ0000003401100001,Administrative Order,7350,03/17/2008
NJ0000003401100001,Administrative Order,5360,01/28/2009
NJ0000003401100005,Administrative Order,2000,10/20/1993
NJ0000003401300396,Administrative Order,2000,08/20/1986
NJ0000003401300405,Administrative Order,400,05/17/1991
NJ0000003401304042,Administrative Order,40000,04/20/2002
NJ0000003401305010,Administrative Order,2000,09/06/1995
NJ0000003401305010,Administrative Order,16000,04/18/1997
NJ0000003401305067,Administrative Order,1200,06/02/1986
NJ0000003401500002,Administrative Order,62000,02/22/2002
NJ0000003401500002,Administrative Order,44000,05/30/2002
NJ0000003401500002,Administrative Order,68400,09/26/2002
NJ0000003401500002,Administrative Order,25200,12/11/2002
NJ0000003401500002,Administrative Order,21000,04/01/2003
NJ0000003401500366,Administrative Order,1600,08/09/1991
NJ0000003401500366,Administrative Order,4000,10/08/1997
NJ0000003401500366,Administrative Order,400,12/31/2008
NJ0000003401712622,Administrative Order,5000,08/03/2011
NJ0000003401712656,Administrative Order,4000,02/06/2009
NJ0000003401712863,Administrative Order,600,06/23/2014
NJ0000003401900002,Administrative Order,13000,08/28/1992
NJ0000003401900044,Administrative Order,600,04/10/1992
NJ0000003402300053,Administrative Order,9700,03/02/2009
NJ0000003402300068,Administrative Order,2000,05/02/2006
NJ0000003402300074,Administrative Order,3000,08/04/2005
NJ0000003402315524,Administrative Order,200,08/29/2013
NJ0000003402315669,Administrative Order,6000,04/05/2005
NJ0000003402726173,Civil Judicial Action,6400,10/11/1994
NJ0000003402726173,Administrative Order,1200,05/08/2007
NJ0000003402726173,Administrative Order,800,06/24/1997
NJ0000003403300002,Administrative Order,7000,06/29/2001
NJ0000003403300002,Administrative Order,1400,04/19/2002
NJ0000003403300002,Administrative Order,400,09/19/2002
NJ0000003403300002,Administrative Order,400,01/07/2005
NJ0000003403300002,Administrative Order,200,12/28/2006
NJ0000003403783033,Administrative Order,650,03/19/1996
NJ0000003403783068,Administrative Order,2240,12/23/1991
NJ0000003403783068,Administrative Order,2000,04/26/2002
NJ0000003403783153,Administrative Order,200,02/27/2008
NM0000003501500094,Administrative Order,20000,05/30/2001
NM0000003501500122,Administrative Order,45000,06/04/2001
NM0000003501500133,Administrative Order,13490,08/14/2000
NM0000003501500133,Administrative Order,5400,08/02/2005
NM0000003501500140,Administrative Order,45000,06/04/2001
NM0000003504100014,Administrative Order,23532,11/29/2001
NM0000003577700284,Administrative Order,12430,11/17/2003
NM0000003577700298,Administrative Order,83000,04/05/2002
NVCCH00032003A0003,Administrative Order,1000,09/14/2005
NVCCH00032003A0004,Administrative Order,600,08/12/1992
NJ0000003400700361,Administrative Order,4800,02/13/1992
NJ0000003400700361,Administrative Order,6000,10/09/2012
NJ0000003400700362,Administrative Order,3000,09/05/1997
NJ0000003401100005,Administrative Order,3000,05/23/1994
NJ0000003401100005,Administrative Order,5800,06/16/2004
NJ0000003401100005,Administrative Order,11150,03/25/2009
NJ0000003401100008,Administrative Order,1000,06/11/2014
NJ0000003401100013,Administrative Order,200,04/26/1989
NJ0000003401305111,Administrative Order,45500,02/17/2010
NJ0000003401305116,Administrative Order,4400,11/24/2008
NJ0000003401500002,Administrative Order,6000,01/31/2005
NJ0000003401500002,Administrative Order,35200,08/08/2006
NJ0000003401500368,Administrative Order,200,10/01/1993
NJ0000003401500368,Administrative Order,40800,08/10/2001
NJ0000003401980011,Administrative Order,1600,08/16/1990
NJ0000003401980191,Administrative Order,2000,01/28/1998
NJ0000003402300118,Administrative Order,10400,07/15/2005
NJ0000003402300118,Administrative Order,89000,06/04/2007
NJ0000003402300239,Administrative Order,400,05/22/1986
NJ0000003402315677,Administrative Order,2000,10/10/2003
NJ0000003402726209,Administrative Order,12000,11/27/2001
NJ0000003402726209,Administrative Order,8000,06/06/2005
NJ0000003402726209,Administrative Order,132400,12/20/2006
NJ0000003402726209,Administrative Order,9200,12/20/2006
NJ0000003403300002,Administrative Order,10000,07/17/2008
NJ0000003403300004,Administrative Order,2000,12/10/1991
NJ0000003403300004,Administrative Order,12900,06/29/2004
NJ0000003403783636,Administrative Order,8000,03/10/2014
NJ0000003403940004,Administrative Order,4200,03/20/2008
NJ0000003403941810,Administrative Order,1900,05/04/2009
NJ0000003403941810,Administrative Order,1900,05/18/2009
NY0000001472204353,Administrative Order,500,04/07/2003
NY0000001472002806,Administrative Order,1500,08/27/2002
NY0000001472204438,Administrative Order,1380,07/15/2011
NY0000001472000206,Administrative Order,1980,10/31/2002
NY0000002600600075,Administrative Order,45000,01/05/2001
NY0000003132400170,Administrative Order,375,06/10/2010
NY0000002610100338,Administrative Order,500,06/08/2004
NY0000002610200380,Administrative Order,1000,05/27/2003
NY0000002610101145,Administrative Order,3250,11/14/2003
NY0000002610401317,Administrative Order,109073,04/13/2006
NY0000002620300001,Administrative Order,12500,12/14/2011
NY0000002620200044,Administrative Order,23000,11/21/2002
NY0000006301600071,Administrative Order,5000,01/21/1999
NY0000002630100065,Administrative Order,7500,09/04/2002
NY0000002630701116,Administrative Order,250,08/15/2001
NY0000002630701008,Administrative Order,250,11/06/2001
NY0000005411500010,Administrative Order,9000,10/01/2013
NY0000005415400002,Administrative Order,234000,02/03/1998
NY0000005411500011,Administrative Order,1000,07/12/2001
NY0000001472001685,Administrative Order,70000,09/22/2003
NY0000001472204474,Administrative Order,2500,11/21/2002
NY0000001472204541,Administrative Order,1500,05/05/2003
NY0000001473401606,Administrative Order,250,04/27/2004
OH0000000125040020,Civil Judicial Action,586750,08/30/1996
NY0000002600200286,Administrative Order,15000,10/11/2002
NY0000009146400130,Administrative Order,350000,02/12/2001
NY0000002610400257,Administrative Order,16000,03/08/2001
NY0000002610300486,Administrative Order,1500,01/13/2004
NY0000002610300193,Administrative Order,7500,07/11/2005
NY0000001282201231,Administrative Order,750,11/26/2002
NY0000002620601000,Administrative Order,15000,02/12/2007
NY0000006301300237,Administrative Order,25000,09/08/2004
NY0000007312600016,Administrative Order,3000,10/02/2003
NY0000007312600018,Administrative Order,30000,08/10/2005
NY0000002630600093,Administrative Order,375,07/01/2009
NY0000005412000010,Administrative Order,500,11/02/2004
NY0000004422800056,Administrative Order,7000,01/31/2005
NY0000001472003201,Administrative Order,5000,07/06/2004
NY0000001472205163,Administrative Order,500,03/10/2005
NY0000001472804139,Administrative Order,1500,12/03/2004
NY0000002600400414,Administrative Order,15000,07/17/2007
NY0000009140200615,Administrative Order,5000,03/30/1989
NY0000002620400059,Administrative Order,250000,09/03/2003
NY0000002620401374,Administrative Order,250,09/06/2001
NY0000002620200224,Administrative Order,750,07/16/2002
NY0000007313600022,Administrative Order,7000,01/22/2003
NY0000007313200035,Administrative Order,5000,02/20/2007
NY0000002630500084,Administrative Order,9245,02/25/2008
NY0000001472804221,Administrative Order,2500,06/16/2005
NY0000001472205241,Administrative Order,1500,11/17/2005
NY0000001472001361,Administrative Order,1500,05/18/2006
OH0000001318000242,Administrative Order,21500,09/01/1998
NVCCH00032003A0593,Administrative Order,16000,01/17/2013
NY0000002600700025,Administrative Order,5000,12/05/2008
NY0000002600700025,Administrative Order,2500,04/02/2012
NY0000002620200768,Administrative Order,10000,07/05/2007
NY0000007313200035,Administrative Order,7000,05/10/2002
NY0000007314200028,Administrative Order,10000,02/18/2000
NY0000002630700302,Administrative Order,20450,05/31/2001
NY0000002630100392,Administrative Order,15000,03/09/2012
NY0000004381400016,Administrative Order,7000,01/09/2009
NY0000004382400003,Administrative Order,3000,01/25/2006
NY0000004422800255,Administrative Order,10000,11/19/2007
NY0000001472205466,Administrative Order,1500,03/29/2007
NY0000001472001699,Administrative Order,1500,05/03/2008
NY0000003550800271,Administrative Order,500,05/13/2011
NY0000003554400063,Administrative Order,1000,04/29/2011
NY0000004010300016,Administrative Order,90000,05/17/2010
NY0000002600400534,Administrative Order,500,08/01/2003
NY0000002600100262,Administrative Order,1250,04/22/2003
NY0000009146400153,Administrative Order,6667,02/26/2001
NY0000002620400956,Administrative Order,15000,04/12/2007
NY0000002620401014,Administrative Order,15000,05/25/2007
NY0000002620401058,Administrative Order,15000,02/16/2007
NY0000002620201250,Administrative Order,500,09/16/2003
NY0000002620401252,Administrative Order,250,03/29/2002
NY0000002630700572,Administrative Order,1250,06/06/2002
NY0000008453800003,Administrative Order,15000,11/15/2001
NY0000001472600130,Administrative Order,900,12/03/2013
NY0000001472003597,Administrative Order,1500,05/06/2008
NY0000009563200010,Administrative Order,1500,12/24/2009
NY0000004012200004,Administrative Order,24500,04/21/1999
NY0000004012200004,Administrative Order,5000,12/23/2002
NY0000009140200795,Administrative Order,30000,03/24/2010
NY0000002610400418,Administrative Order,250,12/16/2002
NY0000001282401278,Administrative Order,750,01/16/2003
NY0000001282000098,Administrative Order,500,05/06/2003
NY0000002620501562,Administrative Order,24500,07/17/2006
NY0000008322600023,Administrative Order,20000,08/13/2007
NY0000003334600011,Administrative Order,200,02/16/2005
NY0000002630800233,Administrative Order,3000,12/16/1999
NY0000004012600394,Administrative Order,1000,03/30/2011
NY0000004012600567,Administrative Order,16000,08/12/2003
NY0000004011800048,Administrative Order,1000,05/25/2006
NY0000004012200032,Administrative Order,2500,09/08/2009
NY0000005170500024,Administrative Order,500000,08/24/1988
NY0000002610600266,Administrative Order,750,08/07/2001
NY0000002610401044,Administrative Order,1500,10/23/2002
NY0000003334600011,Administrative Order,7875,01/09/2012
NY0000003334600011,Administrative Order,12750,08/19/2012
NY0000003334600011,Administrative Order,5625,08/19/2012
NY0000002640300107,Administrative Order,105000,05/31/2005
NY0000007034800027,Administrative Order,2000,01/31/2006
NY0000002610500572,Administrative Order,500,11/26/2001
NY0000002620400064,Administrative Order,13000,04/02/2003
NY0000002640400581,Administrative Order,15000,04/06/2005
NY0000001472000183,Administrative Order,20000,03/05/1990
NY0000001472800551,Administrative Order,1000,12/10/1989
NY0000001473600678,Administrative Order,3000,02/04/2000
NY0000003514800084,Administrative Order,5000,03/21/2007
OH0000000204010200,Administrative Order,105850,08/07/2003
NY0000002600400092,Administrative Order,175000,07/30/2004
NY0000009046600005,Administrative Order,2500,01/30/1990
NY0000007050100042,Administrative Order,1000,03/11/2009
NY0000006213200001,Administrative Order,6250,10/28/1998
NY0000002620201646,Administrative Order,18500,08/08/2006
NY0000002620401499,Administrative Order,2500,12/16/2005
NY0000003334600075,Administrative Order,1500,03/21/2002
NY0000003334600075,Administrative Order,1125,03/10/2006
NY0000002640400528,Administrative Order,750,09/14/2007
NY0000005520500005,Administrative Order,2250,03/30/2005
NY0000005520500005,Administrative Order,4875,10/25/2005
OH0000000204010230,Civil Judicial Action,165600,05/11/1995
OH0000001318288702,Civil Judicial Action,60454,02/14/2012
NY0000002600500232,Administrative Order,17500,11/28/2007
NY0000006221800019,Administrative Order,2500,01/06/2005
NY0000002610700474,Administrative Order,500,10/25/2001
NY0000002610300256,Administrative Order,250,08/22/2001
NY0000008261400205,Administrative Order,60000,07/01/2002
NY0000001282002578,Administrative Order,375,10/19/2004
NY0000002620200181,Administrative Order,15000,01/21/2003
NY0000002620401499,Administrative Order,5000,12/06/2011
NY0000002620501645,Administrative Order,4000,05/29/2009
NY0000003334600075,Administrative Order,2250,05/21/2009
NY0000003334600075,Administrative Order,1125,12/10/2009
NY0000003334600075,Administrative Order,750,08/19/2012
NY0000005520500013,Administrative Order,15000,03/22/1995
OH0000000306020008,Administrative Order,6400,07/24/2012
OH0000001409010006,Civil Judicial Action,351000,12/27/1995
NY0000006225800025,Administrative Order,2500,06/13/2003
NY0000002610100055,Administrative Order,5000,11/25/2002
NY0000001282002854,Administrative Order,2000,03/27/2003
NY0000001282001392,Administrative Order,250,03/03/2003
NY0000002620300038,Administrative Order,1000,06/08/2001
NY0000002620200676,Administrative Order,60000,08/09/1999
NY0000002620200780,Administrative Order,15000,05/12/2008
NY0000002620200844,Administrative Order,15000,04/30/2008
NY0000002620501696,Administrative Order,7500,12/15/2008
NY0000002620401070,Administrative Order,15000,04/14/2008
